intron_group	seqnames	start	end	width	strand	gene_name	gene_id	SpliceLeft	SpliceRight	SpliceMax	intronicCount	SIRratio
121914	10	7096483	7097125	643	+	LINC02665	ENSG00000223581	0	0	0	0	0
121915	10	7097354	7097441	88	+	LINC02665	ENSG00000223581	0	0	0	0	0
121916	10	7533494	7534088	595	+	AL445070.1	ENSG00000230121	0	0	0	0	0
121917	10	7534288	7536337	2050	+	AL445070.1	ENSG00000230121	0	0	0	0	0
121918	10	7703519	7705107	1589	+	ITIH2	ENSG00000151655	0	0	0	0	0
121919	10	7705183	7707200	2018	+	ITIH2	ENSG00000151655	0	0	0	0	0
121920	10	7707234	7709021	1788	+	ITIH2	ENSG00000151655	0	0	0	0	0
121921	10	7709192	7713180	3989	+	ITIH2	ENSG00000151655	0	0	0	0	0
121922	10	7713286	7717625	4340	+	ITIH2	ENSG00000151655	0	0	0	0	0
121923	10	7717789	7720855	3067	+	ITIH2	ENSG00000151655	0	0	0	0	0
121924	10	7720964	7721648	685	+	ITIH2	ENSG00000151655	0	0	0	0	0
121925	10	7721778	7723450	1673	+	ITIH2	ENSG00000151655	0	0	0	0	0
121926	10	7723568	7726949	3382	+	ITIH2	ENSG00000151655	0	0	0	0	0
121927	10	7727119	7727702	584	+	ITIH2	ENSG00000151655	0	0	0	1	1
121928	10	7727829	7729951	2123	+	ITIH2	ENSG00000151655	0	0	0	0	0
121929	10	7730134	7731810	1677	+	ITIH2	ENSG00000151655	0	0	0	0	0
121930	10	7731997	7732337	341	+	ITIH2	ENSG00000151655	0	0	0	0	0
121931	10	7732478	7734921	2444	+	ITIH2	ENSG00000151655	0	0	0	0	0
121932	10	7735092	7738620	3529	+	ITIH2	ENSG00000151655	0	0	0	1	1
121933	10	7738759	7743145	4387	+	ITIH2	ENSG00000151655	0	0	0	1	1
121934	10	7743260	7744081	822	+	ITIH2	ENSG00000151655	0	0	0	2	1
121935	10	7744281	7744790	510	+	ITIH2	ENSG00000151655	0	0	0	2	1
121936	10	7744964	7746592	1629	+	ITIH2	ENSG00000151655	0	0	0	4	1
121937	10	7746705	7749186	2482	+	ITIH2	ENSG00000151655	0	0	0	8	1
121938	10	7788264	7796120	7857	+	ATP5F1C	ENSG00000165629	2087	2035	2087	35	0.000541937048455298
121939	10	7796156	7796605	450	+	ATP5F1C	ENSG00000165629	0	0	0	4	0.000884296768741671
121940	10	7797179	7798989	1811	+	ATP5F1C	ENSG00000165629	1765	1771	1771	12	0.000765541124872188
121941	10	7799195	7799771	577	+	ATP5F1C	ENSG00000165629	1025	1009	1025	62	0.0130691193138325
121942	10	7799916	7800026	111	+	ATP5F1C	ENSG00000165629	1240	1252	1252	2	0.00168780236301943
121943	10	7800092	7801512	1421	+	ATP5F1C	ENSG00000165629	1210	15	1210	46	0.00387876198420578
121944	10	7801570	7802269	700	+	ATP5F1C	ENSG00000165629	7	1198	1198	44	0.00739703330128021
121945	10	7802426	7802757	332	+	ATP5F1C	ENSG00000165629	1836	1836	1836	5	0.00137776500410536
121946	10	7802855	7806973	4119	+	ATP5F1C	ENSG00000165629	1118	1099	1118	353	0.0106050947907011
121947	10	7807011	7807658	648	+	ATP5F1C	ENSG00000165629	1908	1931	1931	77	0.0124047061522463
121948	10	7818876	7824317	5442	+	TAF3	ENSG00000165632	30	30	30	10	0.00839632038726352
121949	10	7824561	7963919	139359	+	TAF3	ENSG00000165632	26	26	26	154	0.0052164552395866
121950	10	7965743	7977240	11498	+	TAF3	ENSG00000165632	76	75	76	13	0.0046703321669074
121951	10	7977324	8009077	31754	+	TAF3	ENSG00000165632	66	66	66	22	0.00295788453668256
121952	10	8009331	8013730	4400	+	TAF3	ENSG00000165632	27	28	28	14	0.0145127005549433
121953	10	8013838	8014636	799	+	TAF3	ENSG00000165632	61	62	62	8	0.0353980538490038
121954	10	8054892	8055286	395	+	GATA3	ENSG00000107485	1	1	1	0	0
121955	10	8055897	8058304	2408	+	GATA3	ENSG00000107485	5	5	5	3	0.0315908322242801
121956	10	8058842	8063992	5151	+	GATA3	ENSG00000107485	8	6	8	2	0.00922503068505874
121957	10	8064139	8069472	5334	+	GATA3	ENSG00000107485	8	8	8	3	0.0133626470954555
121958	10	8069599	8073738	4140	+	GATA3	ENSG00000107485	5	5	5	8	0.0502959244598447
121959	10	8299128	8300997	1870	+	AL390835.1	ENSG00000226861	0	0	0	0	0
121960	10	8400944	8401373	430	+	AC025946.1	ENSG00000226990	0	0	0	0	0
121961	10	8401431	8461065	59635	+	AC025946.1	ENSG00000226990	0	0	0	2	1
121962	10	8461176	8461684	509	+	AC025946.1	ENSG00000226990	0	0	0	0	0
121963	10	8898083	8902633	4551	+	LINC02676	ENSG00000234752	0	0	0	0	0
121964	10	8902715	8913821	11107	+	LINC02676	ENSG00000234752	0	0	0	0	0
121965	10	8913903	8914486	584	+	LINC02676	ENSG00000234752	0	0	0	0	0
121966	10	8970273	8972939	2667	+	AC044784.1	ENSG00000223808	0	0	0	0	0
121967	10	9275861	9286591	10731	+	LINC00709	ENSG00000230014	0	0	0	0	0
121968	10	10058799	10059290	492	+	LINC02670	ENSG00000224788	0	0	0	0	0
121969	10	10059470	10061651	2182	+	LINC02670	ENSG00000224788	0	0	0	0	0
121970	10	10061764	10063295	1532	+	LINC02670	ENSG00000224788	0	0	0	0	0
121971	10	10402042	10403657	1616	+	AL583859.3	ENSG00000287309	0	0	0	0	0
121972	10	10798818	10846062	47245	+	CELF2	ENSG00000048740	0	0	0	1	2.34516201697559e-05
121973	10	10846157	10919963	73807	+	CELF2	ENSG00000048740	0	0	0	0	0
121974	10	11165318	11165485	168	+	CELF2	ENSG00000048740	173	177	177	43	0.12825564508194
121975	10	11165683	11217424	51742	+	CELF2	ENSG00000048740	579	532	579	756	0.0134535592385671
121976	10	11217508	11249152	31645	+	CELF2	ENSG00000048740	453	463	463	439	0.0133073793091452
121977	10	11249202	11257737	8536	+	CELF2	ENSG00000048740	357	360	360	127	0.0146809271813085
121978	10	11257873	11266597	8725	+	CELF2	ENSG00000048740	460	321	460	217	0.0223527050228454
121979	10	11266678	11270665	3988	+	CELF2	ENSG00000048740	295	423	423	65	0.0154643809044718
121980	10	11270825	11275056	4232	+	CELF2	ENSG00000048740	461	460	461	34	0.00775591123783885
121981	10	11275121	11288417	13297	+	CELF2	ENSG00000048740	421	414	421	324	0.0225140359358643
121982	10	11288553	11314138	25586	+	CELF2	ENSG00000048740	247	249	249	167	0.00683012602122593
121983	10	11314271	11320856	6586	+	CELF2	ENSG00000048740	0	0	0	198	0.0342084323501606
121984	10	11320899	11321188	290	+	CELF2	ENSG00000048740	0	0	0	20	0.0752139715655314
121985	10	11321387	11325835	4449	+	CELF2	ENSG00000048740	232	231	232	315	0.0643416715892972
121986	10	11325980	11328925	2946	+	CELF2	ENSG00000048740	359	357	359	215	0.0586635134926957
121987	10	11329098	11330455	1358	+	CELF2	ENSG00000048740	102	100	102	856	0.433322949395872
121988	10	11742906	11747348	4443	+	ECHDC3	ENSG00000134463	0	0	0	12	0.0141465765848254
121989	10	11747471	11749494	2024	+	ECHDC3	ENSG00000134463	42	42	42	1	0.00216007547540005
121990	10	11749593	11752136	2544	+	ECHDC3	ENSG00000134463	0	0	0	9	0.0187661240662087
121991	10	11752255	11755344	3090	+	ECHDC3	ENSG00000134463	0	0	0	16	0.0271551998519865
121992	10	11755609	11763223	7615	+	ECHDC3	ENSG00000134463	32	32	32	122	0.0697143903131072
121993	10	11831823	11851996	20174	+	PROSER2	ENSG00000148426	0	0	0	2	0.0226369797264595
121994	10	11852216	11862911	10696	+	PROSER2	ENSG00000148426	0	0	0	0	0
121995	10	11863043	11866530	3488	+	PROSER2	ENSG00000148426	0	0	0	0	0
121996	10	11866784	11869489	2706	+	PROSER2	ENSG00000148426	2	2	2	0	0
121997	10	11869834	11870115	282	+	PROSER2	ENSG00000148426	0	0	0	1	0.53953380701615
121998	10	12069188	12081471	12284	+	DHTKD1	ENSG00000181192	131	130	131	136	0.0147173953760674
121999	10	12081628	12084539	2912	+	DHTKD1	ENSG00000181192	88	88	88	11	0.00503069335588489
122000	10	12084752	12087534	2783	+	DHTKD1	ENSG00000181192	103	97	103	27	0.0128313444460733
122001	10	12087730	12088985	1256	+	DHTKD1	ENSG00000181192	137	140	140	1	0.00100190857873638
122002	10	12089256	12091512	2257	+	DHTKD1	ENSG00000181192	87	87	87	7	0.00400576237793246
122003	10	12091685	12094072	2388	+	DHTKD1	ENSG00000181192	129	130	130	16	0.00895021150425987
122004	10	12094272	12097683	3412	+	DHTKD1	ENSG00000181192	159	161	161	6	0.00233064076632526
122005	10	12097997	12100177	2181	+	DHTKD1	ENSG00000181192	138	136	138	2	0.00120268634458112
122006	10	12100263	12101041	779	+	DHTKD1	ENSG00000181192	94	96	96	0	0
122007	10	12101182	12106245	5064	+	DHTKD1	ENSG00000181192	145	138	145	6	0.00158715568547996
122008	10	12106397	12107908	1512	+	DHTKD1	ENSG00000181192	141	146	146	5	0.00407091644787618
122009	10	12108016	12112899	4884	+	DHTKD1	ENSG00000181192	151	143	151	13	0.00352433497877264
122010	10	12113065	12117672	4608	+	DHTKD1	ENSG00000181192	142	153	153	67	0.0188108812076809
122011	10	12117756	12118748	993	+	DHTKD1	ENSG00000181192	155	155	155	5	0.00635201917099703
122012	10	12118919	12120181	1263	+	DHTKD1	ENSG00000181192	174	174	174	3	0.00296150735487584
122013	10	12120268	12120786	519	+	DHTKD1	ENSG00000181192	136	132	136	3	0.00671891731844374
122014	10	12129795	12133240	3446	+	SEC61A2	ENSG00000065665	19	21	21	7	0.00848318174259462
122015	10	12133309	12136104	2796	+	SEC61A2	ENSG00000065665	46	46	46	4	0.00561594211065061
122016	10	12136171	12142432	6262	+	SEC61A2	ENSG00000065665	19	2	19	14	0.00932770664726039
122017	10	12142566	12143116	551	+	SEC61A2	ENSG00000065665	4	21	21	0	0
122018	10	12143196	12149594	6399	+	SEC61A2	ENSG00000065665	15	15	15	14	0.00918431509020308
122019	10	12149727	12149851	125	+	SEC61A2	ENSG00000065665	22	22	22	0	0
122020	10	12149962	12153737	3776	+	SEC61A2	ENSG00000065665	0	0	0	218	0.273725375435123
122021	10	12155932	12156906	975	+	SEC61A2	ENSG00000065665	7	18	18	49	0.185990330650922
122022	10	12157068	12157907	840	+	SEC61A2	ENSG00000065665	66	67	67	15	0.0568590236938275
122023	10	12158106	12160929	2824	+	SEC61A2	ENSG00000065665	59	61	61	34	0.0427979711036043
122024	10	12161122	12162212	1091	+	SEC61A2	ENSG00000065665	77	78	78	3	0.00937089784538979
122025	10	12162290	12164267	1978	+	SEC61A2	ENSG00000065665	33	29	33	77	0.133746699013705
122026	10	12167894	12169257	1364	+	SEC61A2	ENSG00000065665	1	3	3	54	0.164763441564184
122027	10	12196024	12196129	106	+	CDC123	ENSG00000151465	17	15	17	48	0.108600052676751
122028	10	12196320	12198704	2385	+	CDC123	ENSG00000151465	998	998	998	9	0.00120795477636117
122029	10	12198777	12209966	11190	+	CDC123	ENSG00000151465	1348	1346	1348	78	0.00217298917858
122030	10	12210025	12210289	265	+	CDC123	ENSG00000151465	894	893	894	4	0.00429632118510113
122031	10	12210323	12215739	5417	+	CDC123	ENSG00000151465	581	574	581	16	0.000954765154151128
122032	10	12215836	12217360	1525	+	CDC123	ENSG00000151465	427	432	432	48	0.00965016849117123
122033	10	12217468	12230947	13480	+	CDC123	ENSG00000151465	518	517	518	56	0.00137872811122666
122034	10	12230997	12235047	4051	+	CDC123	ENSG00000151465	615	614	615	11	0.000865576220988539
122035	10	12235124	12237143	2020	+	CDC123	ENSG00000151465	607	601	607	6	0.00094467178992083
122036	10	12237267	12237461	195	+	CDC123	ENSG00000151465	0	0	0	6	0.00689302348737237
122037	10	12237535	12238456	922	+	CDC123	ENSG00000151465	0	0	0	0	0
122038	10	12238486	12246148	7663	+	CDC123	ENSG00000151465	482	472	482	262	0.0110677067481683
122039	10	12246278	12249580	3303	+	CDC123	ENSG00000151465	828	820	828	91	0.00843160387082267
122040	10	12249719	12250310	592	+	CDC123	ENSG00000151465	526	543	543	25	0.0136028709150842
122041	10	12760593	12760947	355	+	CAMK1D	ENSG00000183049	0	0	0	0	0
122042	10	12761087	12769672	8586	+	CAMK1D	ENSG00000183049	151	151	151	32	0.00642301477722046
122043	10	12769800	12791157	21358	+	CAMK1D	ENSG00000183049	135	136	136	31	0.00256841685359909
122044	10	12791234	12814194	22961	+	CAMK1D	ENSG00000183049	132	132	132	41	0.00315665167784909
122045	10	12814308	12816249	1942	+	CAMK1D	ENSG00000183049	172	171	172	2	0.00179484550545761
122046	10	12816329	12824464	8136	+	CAMK1D	ENSG00000183049	158	158	158	39	0.00818101172545619
122047	10	12824553	12825572	1020	+	CAMK1D	ENSG00000183049	196	196	196	2	0.00327995455384559
122048	10	12825691	12828768	3078	+	CAMK1D	ENSG00000183049	65	80	80	149	0.0800460282420615
122049	10	12877808	12878043	236	+	AL353586.1	ENSG00000285520	0	0	0	0	0
122050	10	12878205	12898511	20307	+	AL353586.1	ENSG00000285520	0	0	0	1	1
122051	10	12898712	12928523	29812	+	AL353586.1	ENSG00000285520	0	0	0	0	0
122052	10	12928936	12964451	35516	+	AL353586.1	ENSG00000285520	0	0	0	1	1
122053	10	13100303	13108137	7835	+	OPTN	ENSG00000123240	376	141	376	28	0.00243463769763262
122054	10	13108290	13108961	672	+	OPTN	ENSG00000123240	140	41	140	4	0.00381262217352081
122055	10	13109016	13109096	81	+	OPTN	ENSG00000123240	39	10	39	2	0.00965123204985807
122056	10	13109289	13109472	184	+	OPTN	ENSG00000123240	0	0	0	3	0.00730484676538473
122057	10	13110477	13112452	1976	+	OPTN	ENSG00000123240	239	246	246	5	0.00167892595275155
122058	10	13112636	13116266	3631	+	OPTN	ENSG00000123240	263	262	263	26	0.00485485955514798
122059	10	13116341	13118887	2547	+	OPTN	ENSG00000123240	346	277	346	45	0.0119994706453766
122060	10	13119041	13122384	3344	+	OPTN	ENSG00000123240	222	222	222	7	0.00143588445860142
122061	10	13122488	13122863	376	+	OPTN	ENSG00000123240	151	2	151	33	0.0508435754459353
122062	10	13124111	13125417	1307	+	OPTN	ENSG00000123240	145	145	145	60	0.0313423123311275
122063	10	13125568	13125945	378	+	OPTN	ENSG00000123240	310	310	310	12	0.0181301729484496
122064	10	13126040	13127744	1705	+	OPTN	ENSG00000123240	273	274	274	6	0.00233906311635188
122065	10	13131576	13132066	491	+	OPTN	ENSG00000123240	0	0	0	6	0.0073185523644466
122066	10	13132198	13133501	1304	+	OPTN	ENSG00000123240	479	475	479	15	0.00744952904292387
122067	10	13133582	13136744	3163	+	OPTN	ENSG00000123240	688	691	691	18	0.0035847752387922
122068	10	13161607	13164127	2521	+	MCM10	ENSG00000065328	81	79	81	5	0.00732237905283434
122069	10	13164210	13170921	6712	+	MCM10	ENSG00000065328	32	34	34	8	0.00479705776757895
122070	10	13171264	13172375	1112	+	MCM10	ENSG00000065328	38	39	39	4	0.0132619033335935
122071	10	13172481	13172624	144	+	MCM10	ENSG00000065328	36	7	36	0	0
122072	10	13172766	13175509	2744	+	MCM10	ENSG00000065328	40	40	40	1	0.00141220867355107
122073	10	13175682	13180441	4760	+	MCM10	ENSG00000065328	23	23	23	6	0.00514864969845767
122074	10	13180608	13182932	2325	+	MCM10	ENSG00000065328	30	30	30	1	0.00170067007340967
122075	10	13183101	13186163	3063	+	MCM10	ENSG00000065328	38	38	38	1	0.00128150616844121
122076	10	13186281	13188880	2600	+	MCM10	ENSG00000065328	44	44	44	8	0.0116960188199265
122077	10	13189081	13191298	2218	+	MCM10	ENSG00000065328	24	24	24	2	0.00365701868335229
122078	10	13191400	13192254	855	+	MCM10	ENSG00000065328	22	22	22	0	0
122079	10	13192366	13192450	85	+	MCM10	ENSG00000065328	40	40	40	0	0
122080	10	13192569	13195040	2472	+	MCM10	ENSG00000065328	41	41	41	1	0.00157582051091862
122081	10	13195270	13197622	2353	+	MCM10	ENSG00000065328	42	42	42	9	0.0148018853711088
122082	10	13197768	13198688	921	+	MCM10	ENSG00000065328	41	41	41	1	0.00381699194200897
122083	10	13198808	13201420	2613	+	MCM10	ENSG00000065328	33	33	33	0	0
122084	10	13201535	13204218	2684	+	MCM10	ENSG00000065328	34	34	34	11	0.0163260902625643
122085	10	13204365	13209090	4726	+	MCM10	ENSG00000065328	46	46	46	40	0.0318145112723226
122086	10	13209134	13209226	93	+	MCM10	ENSG00000065328	42	42	42	2	0.0505658357538812
122087	10	13391455	13400068	8614	+	AL355870.2	ENSG00000286514	0	0	0	1	1
122088	10	13415257	13422734	7478	+	AL355870.1	ENSG00000233256	0	0	0	1	1
122089	10	13528653	13530019	1367	+	AL590677.1	ENSG00000227175	0	0	0	1	1
122090	10	13587153	13591767	4615	+	PRPF18	ENSG00000165630	172	18	172	21	0.00592128690513739
122091	10	13591889	13597457	5569	+	PRPF18	ENSG00000165630	11	161	161	15	0.00349893215352536
122092	10	13597536	13597644	109	+	PRPF18	ENSG00000165630	0	0	0	3	0.0304178536343172
122093	10	13597672	13600243	2572	+	PRPF18	ENSG00000165630	0	0	0	1	0.000565278983822286
122094	10	13600349	13605630	5282	+	PRPF18	ENSG00000165630	141	141	141	10	0.00250709854558843
122095	10	13605745	13610038	4294	+	PRPF18	ENSG00000165630	117	117	117	5	0.00158885279454174
122096	10	13667578	13667706	129	+	AL157392.3	ENSG00000239665	2	2	2	2	0.0935083455341226
122097	10	13710655	13711921	1267	+	AL157392.1	ENSG00000225112	0	0	0	1	1
122098	10	13729513	13744512	15000	+	AL157392.2	ENSG00000234091	0	0	0	63	0.551934891885422
122099	10	13744692	13756035	11344	+	AL157392.2	ENSG00000234091	2	2	2	15	0.0898203592814371
122100	10	13991993	14003525	11533	+	AC044781.1	ENSG00000229751	0	0	0	54	1
122101	10	14003578	14007186	3609	+	AC044781.1	ENSG00000229751	0	0	0	23	1
122102	10	14074827	14083297	8471	+	AL157896.1	ENSG00000235410	0	0	0	2	1
122103	10	14083454	14087514	4061	+	AL157896.1	ENSG00000235410	0	0	0	0	0
122104	10	14372156	14372698	543	+	AL139405.1	ENSG00000285671	0	0	0	0	0
122105	10	14373663	14376114	2452	+	AL139405.1	ENSG00000285671	0	0	0	0	0
122106	10	14652834	14653833	1000	+	AL158168.1	ENSG00000236495	0	0	0	0	0
122107	10	14653967	14655029	1063	+	AL158168.1	ENSG00000236495	0	0	0	0	0
122108	10	14655166	14656168	1003	+	AL158168.1	ENSG00000236495	0	0	0	1	1
122109	10	14656225	14659935	3711	+	AL158168.1	ENSG00000236495	0	0	0	0	0
122110	10	14848658	14848789	132	+	HSPA14	ENSG00000187522	96	96	96	2	0.0191229197942697
122111	10	14848896	14849432	537	+	HSPA14	ENSG00000187522	97	8	97	17	0.0398548653181924
122112	10	14849812	14851218	1407	+	HSPA14	ENSG00000187522	78	74	78	57	0.0540592116375636
122113	10	14851324	14852369	1046	+	HSPA14	ENSG00000187522	97	99	99	36	0.0477727655082909
122114	10	14852532	14854124	1593	+	HSPA14	ENSG00000187522	92	92	92	5	0.00441592442453181
122115	10	14854281	14855840	1560	+	HSPA14	ENSG00000187522	91	91	91	4	0.00353679779600009
122116	10	14855944	14867082	11139	+	HSPA14	ENSG00000187522	101	101	101	26	0.00335791146687479
122117	10	14867296	14867735	440	+	HSPA14	ENSG00000187522	134	133	134	2	0.00634259076508317
122118	10	14867910	14870596	2687	+	HSPA14	ENSG00000187522	158	158	158	10	0.00523333515091799
122119	10	14870668	14871527	860	+	HSPA14	ENSG00000187522	135	135	135	12	0.0186570819288757
122120	10	14880068	14881499	1432	+	SUV39H2	ENSG00000152455	0	0	0	4	0.00625703254857456
122121	10	14881646	14896845	15200	+	SUV39H2	ENSG00000152455	30	80	80	21	0.00289149090261989
122122	10	14897518	14899538	2021	+	SUV39H2	ENSG00000152455	99	104	104	62	0.054785811856981
122123	10	14899686	14901132	1447	+	SUV39H2	ENSG00000152455	126	126	126	60	0.0680473248492347
122124	10	14901263	14902405	1143	+	SUV39H2	ENSG00000152455	97	97	97	46	0.0705899287211871
122125	10	14959558	14966439	6882	+	MEIG1	ENSG00000197889	0	0	0	8	0.141103600276108
122126	10	14966607	14970247	3641	+	MEIG1	ENSG00000197889	0	0	0	1	0.0333312223709512
122127	10	14970547	14972512	1966	+	MEIG1	ENSG00000197889	0	0	0	1	0.059073286047659
122128	10	14972621	14986795	14175	+	MEIG1	ENSG00000197889	0	0	0	3	0.0263723264362636
122129	10	14987015	14987787	773	+	MEIG1	ENSG00000197889	0	0	0	0	0
122130	10	15043987	15047125	3139	+	OLAH	ENSG00000152463	3	3	3	1	0.0122391288567054
122131	10	15047384	15049634	2251	+	OLAH	ENSG00000152463	0	0	0	1	0.0199974521757459
122132	10	15049766	15056823	7058	+	OLAH	ENSG00000152463	7	1	7	3	0.0126773937100775
122133	10	15056983	15061723	4741	+	OLAH	ENSG00000152463	2	8	8	1	0.00610695083136703
122134	10	15061863	15064402	2540	+	OLAH	ENSG00000152463	4	4	4	1	0.0141609896915883
122135	10	15064503	15065557	1055	+	OLAH	ENSG00000152463	0	0	0	1	0.0400231507137728
122136	10	15065754	15068057	2304	+	OLAH	ENSG00000152463	0	0	0	1	0.0199658746744435
122137	10	15071878	15073086	1209	+	OLAH	ENSG00000152463	3	3	3	1	0.0282418640591983
122138	10	15097767	15102217	4451	+	RPP38	ENSG00000152464	30	50	50	36	0.0329322038013727
122139	10	15102337	15103304	968	+	RPP38	ENSG00000152464	36	87	87	20	0.059460383392846
122140	10	15103714	15104436	723	+	RPP38	ENSG00000152464	0	0	0	237	0.940960019373436
122141	10	15104456	15106039	1584	+	RPP38	ENSG00000152464	0	0	0	32	0.107000211699024
122142	10	15111787	15139758	27972	+	RPP38	ENSG00000152464	0	0	0	415	0.081602721415308
122143	10	15237665	15241146	3482	+	AL607028.1	ENSG00000232739	0	0	0	0	0
122144	10	16278094	16278566	473	+	LINC02654	ENSG00000226140	0	0	0	0	0
122145	10	16278750	16283729	4980	+	LINC02654	ENSG00000226140	0	0	0	1	1
122146	10	16283909	16288841	4933	+	LINC02654	ENSG00000226140	0	0	0	0	0
122147	10	16291816	16295688	3873	+	LINC02654	ENSG00000226140	0	0	0	0	0
122148	10	16437048	16437356	309	+	PTER	ENSG00000165983	85	58	85	6	0.0466600882614307
122149	10	16484817	16486351	1535	+	PTER	ENSG00000165983	56	61	61	2	0.00511384167919432
122150	10	16486618	16505019	18402	+	PTER	ENSG00000165983	68	58	68	18	0.00406298685144409
122151	10	16505161	16511045	5885	+	PTER	ENSG00000165983	64	73	73	19	0.0126956354360433
122152	10	16522434	16524017	1584	+	AL353576.1	ENSG00000287925	0	0	0	4	1
122153	10	16524851	16527642	2792	+	AL353576.1	ENSG00000287925	0	0	0	0	0
122154	10	16527752	16528699	948	+	AL353576.1	ENSG00000287925	0	0	0	0	0
122155	10	16817757	16818680	924	+	AL365215.1	ENSG00000286958	0	0	0	1	1
122156	10	16818743	16820827	2085	+	AL365215.1	ENSG00000286958	0	0	0	0	0
122157	10	17229028	17229275	248	+	VIM	ENSG00000026025	0	0	0	14	0.012970889305645
122158	10	17229986	17230649	664	+	VIM	ENSG00000026025	547	547	547	10	0.00351403790842576
122159	10	17230711	17233586	2876	+	VIM	ENSG00000026025	547	547	547	5	0.000440530746099355
122160	10	17233683	17233769	87	+	VIM	ENSG00000026025	576	576	576	0	0
122161	10	17233932	17234692	761	+	VIM	ENSG00000026025	766	766	766	2	0.000576592995774613
122162	10	17234819	17235168	350	+	VIM	ENSG00000026025	743	744	744	8	0.00459461720922246
122163	10	17235390	17235845	456	+	VIM	ENSG00000026025	577	577	577	5	0.00219314640279746
122164	10	17235890	17236293	404	+	VIM	ENSG00000026025	754	754	754	12	0.00686250395838519
122165	10	17236380	17237229	850	+	VIM	ENSG00000026025	789	789	789	16	0.00457388190066023
122166	10	17387076	17399104	12029	+	ST8SIA6-AS1	ENSG00000204832	0	0	0	3	1
122167	10	17408245	17409320	1076	+	ST8SIA6-AS1	ENSG00000204832	0	0	0	0	0
122168	10	17437321	17441237	3917	+	ST8SIA6-AS1	ENSG00000204832	0	0	0	1	1
122169	10	17441287	17444266	2980	+	ST8SIA6-AS1	ENSG00000204832	0	0	0	3	1
122170	10	17444380	17445289	910	+	ST8SIA6-AS1	ENSG00000204832	0	0	0	0	0
122171	10	17644380	17660463	16084	+	STAM	ENSG00000136738	71	69	71	17	0.0035292339187559
122172	10	17660549	17672974	12426	+	STAM	ENSG00000136738	0	0	0	12	0.00359721135258675
122173	10	17673079	17684674	11596	+	STAM	ENSG00000136738	0	0	0	9	0.0028691009200928
122174	10	17684751	17684831	81	+	STAM	ENSG00000136738	28	27	28	0	0
122175	10	17684928	17688026	3099	+	STAM	ENSG00000136738	34	37	37	29	0.0317985187644721
122176	10	17688174	17693221	5048	+	STAM	ENSG00000136738	41	41	41	10	0.0068622281934578
122177	10	17693313	17695048	1736	+	STAM	ENSG00000136738	41	41	41	20	0.0377547734428109
122178	10	17695242	17696774	1533	+	STAM	ENSG00000136738	45	45	45	4	0.00841630238089703
